OCC_CODE,REPORT_DATE,NAICS,NAICS_TITLE,TOT_EMP
29-1216,2020-05-01,621500,Medical and Diagnostic Laboratories,100
29-1216,2020-05-01,621600,Home Health Care Services,130
29-1216,2020-05-01,621900,Other Ambulatory Health Care Services,30
29-1216,2020-05-01,622100,General Medical and Surgical Hospitals,15900
29-1216,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,140
29-1216,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,860
29-1216,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),90
29-1216,2020-05-01,999200,"State Government, excluding schools and hospitals (OEWS Designation)",140
29-1216,2020-05-01,999300,"Local Government, excluding schools and hospitals (OEWS Designation)",140
29-1216,2021-05-01,541700,Scientific Research and Development Services,40
29-1216,2021-05-01,551100,Management of Companies and Enterprises,440
29-1216,2021-05-01,561300,Employment Services,80
29-1216,2021-05-01,611300,"Colleges, Universities, and Professional Schools",1130
29-1216,2021-05-01,621100,Offices of Physicians,34170
29-1216,2021-05-01,621300,Offices of Other Health Practitioners,220
29-1216,2021-05-01,621400,Outpatient Care Centers,2910
29-1216,2021-05-01,621500,Medical and Diagnostic Laboratories,110
29-1216,2021-05-01,621600,Home Health Care Services,110
29-1216,2021-05-01,621900,Other Ambulatory Health Care Services,60
29-1216,2021-05-01,622100,General Medical and Surgical Hospitals,17450
29-1216,2021-05-01,622200,Psychiatric and Substance Abuse Hospitals,220
29-1216,2021-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,620
29-1216,2021-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),80
29-1216,2021-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",130
29-1216,2021-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",280
29-1216,2022-05-01,551100,Management of Companies and Enterprises,410
29-1216,2022-05-01,611300,"Colleges, Universities, and Professional Schools",3540
29-1216,2022-05-01,621100,Offices of Physicians,37980
29-1216,2022-05-01,621300,Offices of Other Health Practitioners,180
29-1216,2022-05-01,621400,Outpatient Care Centers,3270
29-1216,2022-05-01,621500,Medical and Diagnostic Laboratories,100
29-1216,2022-05-01,621600,Home Health Care Services,110
29-1216,2022-05-01,621900,Other Ambulatory Health Care Services,180
29-1216,2022-05-01,622100,General Medical and Surgical Hospitals,19600
29-1216,2022-05-01,622200,Psychiatric and Substance Abuse Hospitals,230
29-1216,2022-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,610
29-1216,2022-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),110
29-1216,2022-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",30
29-1216,2022-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,30
29-1216,2022-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",150
29-1216,2022-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",470
29-1216,2023-05-01,541700,Scientific Research and Development Services,0
29-1216,2023-05-01,551100,Management of Companies and Enterprises,430
29-1216,2023-05-01,561300,Employment Services,160
29-1216,2023-05-01,611300,"Colleges, Universities, and Professional Schools",0
29-1216,2023-05-01,621100,Offices of Physicians,34610
29-1216,2023-05-01,621300,Offices of Other Health Practitioners,320
29-1216,2023-05-01,621400,Outpatient Care Centers,3220
29-1216,2023-05-01,621500,Medical and Diagnostic Laboratories,80
29-1216,2023-05-01,621600,Home Health Care Services,80
29-1216,2023-05-01,621900,Other Ambulatory Health Care Services,0
29-1216,2023-05-01,622100,General Medical and Surgical Hospitals,19830
29-1216,2023-05-01,622200,Psychiatric and Substance Abuse Hospitals,100
29-1216,2023-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,820
29-1216,2023-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),90
29-1216,2023-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",30
29-1216,2023-05-01,813200,Grantmaking and Giving Services,50
29-1216,2023-05-01,999200,"State Government, excluding Schools and Hospitals (OEWS Designation)",110
29-1216,2023-05-01,999300,"Local Government, excluding Schools and Hospitals (OEWS Designation)",390
29-1217,2021-05-01,611300,"Colleges, Universities, and Professional Schools",100
29-1217,2021-05-01,621100,Offices of Physicians,4230
29-1217,2021-05-01,621300,Offices of Other Health Practitioners,0
29-1217,2021-05-01,621400,Outpatient Care Centers,120
29-1217,2021-05-01,622100,General Medical and Surgical Hospitals,2350
29-1217,2021-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,140
29-1217,2022-05-01,611300,"Colleges, Universities, and Professional Schools",200
29-1217,2022-05-01,621100,Offices of Physicians,7760
29-1217,2022-05-01,621300,Offices of Other Health Practitioners,0
29-1217,2022-05-01,621400,Outpatient Care Centers,270
29-1217,2022-05-01,622100,General Medical and Surgical Hospitals,2620
29-1217,2022-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,200
29-1217,2023-05-01,541700,Scientific Research and Development Services,0
29-1217,2023-05-01,611300,"Colleges, Universities, and Professional Schools",270
29-1217,2023-05-01,621100,Offices of Physicians,5980
29-1217,2023-05-01,621400,Outpatient Care Centers,230
29-1217,2023-05-01,622100,General Medical and Surgical Hospitals,2280
29-1217,2023-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,150
29-1218,2019-05-01,551100,Management of Companies and Enterprises,60
29-1218,2019-05-01,611300,"Colleges, Universities, and Professional Schools",300
29-1218,2019-05-01,621100,Offices of Physicians,13130
29-1218,2019-05-01,621300,Offices of Other Health Practitioners,40
29-1218,2019-05-01,621400,Outpatient Care Centers,1000
29-1218,2019-05-01,622100,General Medical and Surgical Hospitals,3860
29-1218,2020-05-01,611300,"Colleges, Universities, and Professional Schools",310
29-1218,2020-05-01,621100,Offices of Physicians,12950
29-1218,2020-05-01,621300,Offices of Other Health Practitioners,30
29-1218,2020-05-01,621400,Outpatient Care Centers,860
29-1218,2020-05-01,622100,General Medical and Surgical Hospitals,0
29-1218,2021-05-01,611300,"Colleges, Universities, and Professional Schools",310
29-1218,2021-05-01,621100,Offices of Physicians,15640
29-1218,2021-05-01,621400,Outpatient Care Centers,1060
29-1218,2021-05-01,622100,General Medical and Surgical Hospitals,0
29-1218,2021-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",40
29-1218,2022-05-01,551100,Management of Companies and Enterprises,0
29-1218,2022-05-01,611300,"Colleges, Universities, and Professional Schools",330
29-1218,2022-05-01,621100,Offices of Physicians,14580
29-1218,2022-05-01,621400,Outpatient Care Centers,1260
29-1218,2022-05-01,622100,General Medical and Surgical Hospitals,4980
29-1218,2022-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,60
29-1218,2023-05-01,551100,Management of Companies and Enterprises,70
29-1218,2023-05-01,611300,"Colleges, Universities, and Professional Schools",0
29-1218,2023-05-01,621100,Offices of Physicians,13530
29-1218,2023-05-01,621300,Offices of Other Health Practitioners,110
29-1218,2023-05-01,621400,Outpatient Care Centers,1230
29-1218,2023-05-01,622100,General Medical and Surgical Hospitals,4290
29-1221,2019-05-01,551100,Management of Companies and Enterprises,70
29-1221,2019-05-01,561300,Employment Services,80
29-1221,2019-05-01,611300,"Colleges, Universities, and Professional Schools",380
29-1221,2019-05-01,621100,Offices of Physicians,21120
29-1221,2019-05-01,621400,Outpatient Care Centers,1330
29-1221,2019-05-01,621900,Other Ambulatory Health Care Services,140
29-1221,2019-05-01,622100,General Medical and Surgical Hospitals,6080
29-1221,2019-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,250
29-1221,2019-05-01,623900,Other Residential Care Facilities,70
29-1221,2019-05-01,624100,Individual and Family Services,30
29-1221,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",40
29-1221,2020-05-01,551100,Management of Companies and Enterprises,70
29-1221,2020-05-01,561300,Employment Services,60
29-1221,2020-05-01,611300,"Colleges, Universities, and Professional Schools",470
29-1221,2020-05-01,621100,Offices of Physicians,18180
29-1221,2020-05-01,621300,Offices of Other Health Practitioners,40
29-1221,2020-05-01,621400,Outpatient Care Centers,1260
29-1221,2020-05-01,621900,Other Ambulatory Health Care Services,170
29-1221,2020-05-01,622100,General Medical and Surgical Hospitals,6850
29-1221,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,220
29-1221,2020-05-01,623900,Other Residential Care Facilities,80
29-1221,2020-05-01,999300,"Local Government, excluding schools and hospitals (OEWS Designation)",50
29-1221,2021-05-01,551100,Management of Companies and Enterprises,90
29-1221,2021-05-01,611300,"Colleges, Universities, and Professional Schools",550
29-1221,2021-05-01,621100,Offices of Physicians,23540
29-1221,2021-05-01,621300,Offices of Other Health Practitioners,40
29-1221,2021-05-01,621400,Outpatient Care Centers,1850
29-1221,2021-05-01,621900,Other Ambulatory Health Care Services,50
29-1221,2021-05-01,622100,General Medical and Surgical Hospitals,7060
29-1221,2021-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,160
29-1221,2021-05-01,623900,Other Residential Care Facilities,0
29-1221,2021-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",140
29-1221,2022-05-01,611300,"Colleges, Universities, and Professional Schools",820
29-1221,2022-05-01,621100,Offices of Physicians,22780
29-1221,2022-05-01,621300,Offices of Other Health Practitioners,40
29-1221,2022-05-01,621400,Outpatient Care Centers,1910
29-1221,2022-05-01,621500,Medical and Diagnostic Laboratories,50
